Consommation brute électricité (MW) - RTE;T;U;FF;country;scale;holiday;day;month;hours
6894.5;1.9;85.0;1.2;1;5;0;5;2;17
6855.0;0.0;91.0;0.0;1;5;0;5;2;18
6484.0;-0.6;96.0;1.2;1;5;0;5;2;19
6117.5;-1.7;95.0;0.0;1;5;0;5;2;20
6016.5;-1.1;97.0;0.9;1;5;0;5;2;21
5919.0;-0.8;97.0;1.8;1;5;0;5;2;22
5771.0;1.0;96.0;3.2;1;5;0;5;2;23
5567.0;1.2;95.0;3.4;1;5;0;6;2;0
5699.5;1.2;95.0;2.1;1;5;0;6;2;1
5456.0;1.4;93.0;3.0;1;5;0;6;2;2
5301.0;1.4;93.0;2.4;1;5;0;6;2;3
5298.0;1.6;91.0;2.7;1;5;0;6;2;4
5377.5;2.1;89.0;2.4;1;5;0;6;2;5
5554.0;2.3;90.0;2.8;1;5;0;6;2;6
5741.0;2.2;90.0;2.4;1;5;0;6;2;7
5895.5;1.9;91.0;2.7;1;5;0;6;2;8
6038.5;1.5;92.0;2.3;1;5;0;6;2;9
6154.0;1.4;92.0;1.7;1;5;0;6;2;10
6330.0;1.3;92.0;2.2;1;5;0;6;2;11
6352.0;1.2;93.0;2.0;1;5;0;6;2;12
6085.0;1.1;93.0;2.4;1;5;0;6;2;13
5989.0;1.3;92.0;1.6;1;5;0;6;2;14
5916.5;1.3;93.0;2.5;1;5;0;6;2;15
5940.5;1.0;95.0;1.7;1;5;0;6;2;16
6450.5;1.0;98.0;2.1;1;5;0;6;2;17
6552.5;1.1;98.0;2.3;1;5;0;6;2;18
6314.5;1.4;98.0;2.8;1;5;0;6;2;19
6045.0;1.7;98.0;3.0;1;5;0;6;2;20
5974.0;2.1;98.0;2.9;1;5;0;6;2;21
6090.5;2.2;98.0;3.2;1;5;0;6;2;22
5944.0;2.3;98.0;1.8;1;5;0;6;2;23
5736.0;2.7;98.0;2.7;1;5;0;7;2;0
5792.0;3.0;98.0;3.0;1;5;0;7;2;1
5563.0;3.5;98.0;3.0;1;5;0;7;2;2
5380.5;4.0;98.0;3.7;1;5;0;7;2;3
5299.0;4.4;98.0;3.9;1;5;0;7;2;4
5317.5;4.9;97.0;4.2;1;5;0;7;2;5
5383.5;5.3;97.0;5.0;1;5;0;7;2;6
5437.0;5.6;98.0;4.7;1;5;0;7;2;7
5619.0;5.8;98.0;4.3;1;5;0;7;2;8
5845.0;6.0;98.0;3.3;1;5;0;7;2;9
6036.0;6.1;98.0;3.5;1;5;0;7;2;10
6105.5;6.3;98.0;4.0;1;5;0;7;2;11
6119.5;6.3;97.0;4.6;1;5;0;7;2;12
5795.5;6.4;97.0;4.0;1;5;0;7;2;13
5703.0;6.3;97.0;4.3;1;5;0;7;2;14
5649.5;6.3;97.0;4.5;1;5;0;7;2;15
5701.5;6.2;97.0;3.6;1;5;0;7;2;16
6257.5;6.2;97.0;3.7;1;5;0;7;2;17
6426.0;6.5;96.0;4.9;1;5;0;7;2;18
6359.0;6.7;93.0;4.2;1;5;0;7;2;19
6132.0;6.7;91.0;5.4;1;5;0;7;2;20
6006.5;7.2;87.0;6.0;1;5;0;7;2;21
6008.0;6.6;88.0;5.7;1;5;0;7;2;22
5913.5;6.6;87.0;6.9;1;5;0;7;2;23
5757.0;6.6;88.0;7.8;1;5;0;1;2;0
5901.0;6.5;94.0;8.2;1;5;0;1;2;1
5728.0;6.6;95.0;7.9;1;5;0;1;2;2
5613.5;7.1;96.0;5.7;1;5;0;1;2;3
5757.0;7.7;96.0;6.9;1;5;0;1;2;4
6291.0;8.3;96.0;7.1;1;5;0;1;2;5
6972.5;9.5;92.0;6.9;1;5;0;1;2;6
7095.0;9.8;90.0;7.4;1;5;0;1;2;7
7158.0;9.7;90.0;7.3;1;5;0;1;2;8
7222.0;9.4;92.0;7.0;1;5;0;1;2;9
7288.0;9.1;94.0;6.0;1;5;0;1;2;10
7349.0;9.0;96.0;6.4;1;5;0;1;2;11
7326.5;9.0;97.0;6.4;1;5;0;1;2;12
7273.0;9.0;97.0;5.7;1;5;0;1;2;13
7056.0;8.4;94.0;4.5;1;5;0;1;2;14
6915.5;7.9;92.0;5.4;1;5;0;1;2;15
6790.5;6.9;83.0;3.3;1;5;0;1;2;16
7202.0;6.0;88.0;2.6;1;5;0;1;2;17
7331.5;5.2;90.0;3.2;1;5;0;1;2;18
6961.5;4.0;93.0;2.1;1;5;0;1;2;19
6505.0;3.5;97.0;1.6;1;5;0;1;2;20
6299.5;4.0;97.0;1.0;1;5;0;1;2;21
6261.0;4.1;97.0;3.1;1;5;0;1;2;22
6161.0;3.1;96.0;1.9;1;5;0;1;2;23
5957.5;1.6;97.0;1.9;1;5;0;2;2;0
5999.0;1.4;97.0;1.0;1;5;0;2;2;1
5844.5;2.5;98.0;1.5;1;5;0;2;2;2
5693.0;4.5;92.0;4.0;1;5;0;2;2;3
5855.0;5.8;87.0;4.3;1;5;0;2;2;4
6325.5;6.9;85.0;4.3;1;5;0;2;2;5
6980.0;7.3;82.0;4.8;1;5;0;2;2;6
7229.5;7.7;80.0;4.0;1;5;0;2;2;7
7256.5;7.1;79.0;3.6;1;5;0;2;2;8
7310.0;6.6;84.0;4.2;1;5;0;2;2;9
7358.0;6.2;86.0;2.8;1;5;0;2;2;10
7503.0;6.1;85.0;3.5;1;5;0;2;2;11
7539.5;6.0;87.0;2.9;1;5;0;2;2;12
7500.0;5.7;87.0;2.4;1;5;0;2;2;13
7380.0;5.4;91.0;3.6;1;5;0;2;2;14
7257.5;5.3;91.0;0.0;1;5;0;2;2;15
7226.5;4.6;92.0;0.6;1;5;0;2;2;16
7598.5;3.9;93.0;1.3;1;5;0;2;2;17
7777.5;3.1;95.0;0.0;1;5;0;2;2;18
7306.0;3.2;96.0;0.0;1;5;0;2;2;19
6955.5;2.2;95.0;0.0;1;5;0;2;2;20
6745.0;2.6;98.0;0.6;1;5;0;2;2;21
6674.0;3.0;98.0;0.9;1;5;0;2;2;22
6542.0;2.9;97.0;0.0;1;5;0;2;2;23
6344.5;2.6;97.0;0.0;1;5;0;3;2;0
6505.0;2.4;97.0;0.0;1;5;0;3;2;1
6373.0;4.6;97.0;0.0;1;5;0;3;2;2
6220.0;7.4;81.0;0.0;1;5;0;3;2;3
6336.5;6.8;80.0;0.5;1;5;0;3;2;4
6765.5;8.8;74.0;0.8;1;5;0;3;2;5
7295.5;9.1;68.0;0.6;1;5;0;3;2;6
7428.0;7.6;73.0;0.0;1;5;0;3;2;7
7508.0;8.0;74.0;1.2;1;5;0;3;2;8
7629.0;7.0;78.0;0.9;1;5;0;3;2;9
7736.5;6.3;75.0;0.8;1;5;0;3;2;10
7838.0;5.7;82.0;0.0;1;5;0;3;2;11
7752.0;3.4;88.0;0.0;1;5;0;3;2;12
7668.0;1.9;91.0;0.0;1;5;0;3;2;13
7610.5;0.7;96.0;0.0;1;5;0;3;2;14
7434.0;-0.5;96.0;0.0;1;5;0;3;2;15
7402.5;-0.9;97.0;0.0;1;5;0;3;2;16
7755.5;-1.6;97.0;0.0;1;5;0;3;2;17
7934.0;-1.8;97.0;0.0;1;5;0;3;2;18
7470.0;-2.3;97.0;0.0;1;5;0;3;2;19
7103.0;-2.6;97.0;0.0;1;5;0;3;2;20
6867.0;-2.9;97.0;0.0;1;5;0;3;2;21
6817.0;-3.0;96.0;0.0;1;5;0;3;2;22
6667.0;-3.0;97.0;0.8;1;5;0;3;2;23
6457.0;-0.5;98.0;1.6;1;5;0;4;2;0
6579.5;0.4;96.0;2.4;1;5;0;4;2;1
6390.5;1.1;91.0;2.8;1;5;0;4;2;2
6287.0;2.6;86.0;2.3;1;5;0;4;2;3
6365.5;3.8;83.0;3.1;1;5;0;4;2;4
6728.0;6.1;74.0;3.3;1;5;0;4;2;5
7427.5;7.1;72.0;3.0;1;5;0;4;2;6
7566.5;7.2;73.0;3.9;1;5;0;4;2;7
7663.5;7.0;73.0;3.0;1;5;0;4;2;8
7704.5;4.8;80.0;2.2;1;5;0;4;2;9
7701.0;1.6;89.0;1.5;1;5;0;4;2;10
7767.5;1.7;89.0;0.8;1;5;0;4;2;11
7720.0;2.7;90.0;3.3;1;5;0;4;2;12
7692.0;3.1;86.0;3.5;1;5;0;4;2;13
7559.0;2.3;88.0;2.6;1;5;0;4;2;14
7434.5;3.2;90.0;4.5;1;5;0;4;2;15
7385.5;3.8;94.0;5.1;1;5;0;4;2;16
7902.5;4.1;97.0;3.9;1;5;0;4;2;17
8010.5;4.5;98.0;5.0;1;5;0;4;2;18
7585.0;4.9;98.0;5.1;1;5;0;4;2;19
7199.0;5.0;98.0;4.0;1;5;0;4;2;20
6938.0;5.3;98.0;3.6;1;5;0;4;2;21
6900.0;5.5;97.0;4.4;1;5;0;4;2;22
6772.5;5.6;97.0;4.3;1;5;0;4;2;23
6564.5;5.7;96.0;5.1;1;5;0;5;2;0
6579.5;5.6;97.0;4.5;1;5;0;5;2;1
6398.5;5.8;97.0;4.3;1;5;0;5;2;2
6296.5;6.3;97.0;5.0;1;5;0;5;2;3
6467.5;6.7;95.0;4.3;1;5;0;5;2;4
6836.0;6.7;94.0;3.9;1;5;0;5;2;5
7394.0;6.7;94.0;3.8;1;5;0;5;2;6
7439.5;7.0;90.0;4.0;1;5;0;5;2;7
7481.0;6.3;91.0;3.9;1;5;0;5;2;8
7527.5;5.7;93.0;2.9;1;5;0;5;2;9
7508.0;5.7;94.0;2.2;1;5;0;5;2;10
7446.0;5.9;91.0;2.3;1;5;0;5;2;11
7408.5;6.0;88.0;2.8;1;5;0;5;2;12
7271.5;6.0;86.0;3.1;1;5;0;5;2;13
7126.0;6.0;88.0;2.9;1;5;0;5;2;14
6992.0;6.2;91.0;3.5;1;5;0;5;2;15
7007.5;6.3;93.0;3.2;1;5;0;5;2;16
7408.5;6.3;97.0;3.8;1;5;0;5;2;17
7582.5;6.6;98.0;4.0;1;5;0;5;2;18
7202.0;6.8;99.0;5.1;1;5;0;5;2;19
6904.0;7.2;99.0;4.1;1;5;0;5;2;20
6777.0;7.7;99.0;4.6;1;5;0;5;2;21
6678.0;7.8;99.0;4.6;1;5;0;5;2;22
6508.5;8.0;99.0;4.4;1;5;0;5;2;23
6354.5;8.3;99.0;4.4;1;5;0;6;2;0
6453.5;8.9;99.0;4.8;1;5;0;6;2;1
6214.0;9.2;98.0;5.5;1;5;0;6;2;2
6074.0;9.5;98.0;4.6;1;5;0;6;2;3
5933.5;9.8;98.0;4.4;1;5;0;6;2;4
6142.5;9.9;98.0;4.7;1;5;0;6;2;5
6346.0;10.2;98.0;3.7;1;5;0;6;2;6
6456.0;10.3;98.0;3.4;1;5;0;6;2;7
6638.5;10.1;98.0;3.3;1;5;0;6;2;8
6726.0;10.1;98.0;3.6;1;5;0;6;2;9
6707.5;10.3;98.0;3.1;1;5;0;6;2;10
6743.0;10.3;99.0;3.5;1;5;0;6;2;11
6710.0;10.1;98.0;2.7;1;5;0;6;2;12
6480.0;10.3;98.0;3.3;1;5;0;6;2;13
6219.5;10.1;98.0;3.5;1;5;0;6;2;14
6129.0;10.2;98.0;4.2;1;5;0;6;2;15
6183.5;10.2;98.0;4.4;1;5;0;6;2;16
6719.5;10.2;98.0;4.6;1;5;0;6;2;17
7047.5;10.1;98.0;4.5;1;5;0;6;2;18
6743.5;10.3;98.0;5.3;1;5;0;6;2;19
6562.5;10.4;98.0;4.2;1;5;0;6;2;20
6430.0;11.0;95.0;6.8;1;5;0;6;2;21
6515.5;10.9;95.0;7.6;1;5;0;6;2;22
6450.0;10.9;94.0;6.1;1;5;0;6;2;23
6278.0;10.7;95.0;6.8;1;5;0;7;2;0
6327.5;10.8;93.0;6.1;1;5;0;7;2;1
6184.0;11.2;91.0;7.5;1;5;0;7;2;2
5968.5;11.7;90.0;7.1;1;5;0;7;2;3
5853.0;12.0;88.0;6.7;1;5;0;7;2;4
5931.0;11.8;89.0;6.8;1;5;0;7;2;5
6011.5;11.6;89.0;6.6;1;5;0;7;2;6
6022.0;11.6;84.0;5.9;1;5;0;7;2;7
6309.5;11.3;86.0;4.8;1;5;0;7;2;8
6493.5;11.4;85.0;4.1;1;5;0;7;2;9
6466.5;11.1;86.0;3.8;1;5;0;7;2;10
6572.0;11.1;85.0;4.9;1;5;0;7;2;11
6516.0;10.4;89.0;6.1;1;5;0;7;2;12
6125.0;9.9;92.0;7.8;1;5;0;7;2;13
5935.5;9.6;92.0;6.7;1;5;0;7;2;14
5890.5;9.4;93.0;6.8;1;5;0;7;2;15
5903.0;9.2;94.0;6.1;1;5;0;7;2;16
6497.0;9.2;89.0;6.8;1;5;0;7;2;17
6870.5;8.8;88.0;5.3;1;5;0;7;2;18
6778.5;8.8;88.0;5.0;1;5;0;7;2;19
6599.5;9.2;85.0;7.2;1;5;0;7;2;20
6427.5;8.9;86.0;6.4;1;5;0;7;2;21
6414.5;8.9;86.0;6.4;1;5;0;7;2;22
6298.5;8.7;89.0;6.6;1;5;0;7;2;23
6159.5;8.5;92.0;6.5;1;5;0;1;2;0
6278.0;8.3;95.0;5.6;1;5;0;1;2;1
6151.5;8.4;97.0;4.2;1;5;0;1;2;2
6049.5;8.8;96.0;3.3;1;5;0;1;2;3
6192.0;8.5;86.0;5.4;1;5;0;1;2;4
6725.0;7.9;81.0;8.0;1;5;0;1;2;5
7253.0;7.9;83.0;5.9;1;5;0;1;2;6
7269.0;7.5;87.0;5.5;1;5;0;1;2;7
7460.0;7.4;88.0;5.0;1;5;0;1;2;8
7527.0;7.1;88.0;4.0;1;5;0;1;2;9
7602.5;6.8;88.0;4.8;1;5;0;1;2;10
7552.0;6.4;90.0;3.3;1;5;0;1;2;11
7566.5;6.1;92.0;3.6;1;5;0;1;2;12
7464.5;5.9;93.0;2.3;1;5;0;1;2;13
7394.5;5.3;93.0;1.0;1;5;0;1;2;14
7288.0;3.2;96.0;0.0;1;5;0;1;2;15
7241.5;4.3;98.0;1.2;1;5;0;1;2;16
7645.5;3.8;96.0;0.7;1;5;0;1;2;17
7853.0;2.7;96.0;0.0;1;5;0;1;2;18
7445.5;3.1;98.0;0.6;1;5;0;1;2;19
7047.0;3.7;98.0;1.1;1;5;0;1;2;20
6814.0;4.1;98.0;1.1;1;5;0;1;2;21
6755.5;4.1;97.0;0.5;1;5;0;1;2;22
6623.0;4.3;97.0;0.9;1;5;0;1;2;23
6519.5;4.4;97.0;1.8;1;5;0;2;2;0
6619.0;4.4;97.0;1.4;1;5;0;2;2;1
6411.5;4.9;95.0;1.4;1;5;0;2;2;2
6312.5;5.7;92.0;2.3;1;5;0;2;2;3
6431.5;6.4;82.0;2.6;1;5;0;2;2;4
6900.5;6.7;75.0;3.2;1;5;0;2;2;5
7469.5;6.8;72.0;3.9;1;5;0;2;2;6
7535.0;7.4;69.0;4.0;1;5;0;2;2;7
7691.0;6.2;75.0;3.1;1;5;0;2;2;8
7731.5;4.6;87.0;1.8;1;5;0;2;2;9
7818.5;3.4;92.0;1.2;1;5;0;2;2;10
7873.0;2.5;92.0;1.4;1;5;0;2;2;11
7826.5;1.8;93.0;1.8;1;5;0;2;2;12
7601.5;1.2;94.0;1.6;1;5;0;2;2;13
7530.0;0.8;95.0;1.0;1;5;0;2;2;14
7509.0;0.6;95.0;1.7;1;5;0;2;2;15
7434.0;0.5;96.0;1.8;1;5;0;2;2;16
7810.5;0.6;96.0;2.0;1;5;0;2;2;17
8010.5;0.8;95.0;2.0;1;5;0;2;2;18
7632.0;0.9;92.0;3.0;1;5;0;2;2;19
7242.0;0.6;94.0;3.0;1;5;0;2;2;20
7027.5;0.3;94.0;2.5;1;5;0;2;2;21
7049.5;0.2;95.0;3.8;1;5;0;2;2;22
6823.5;0.6;95.0;3.5;1;5;0;2;2;23
6644.0;0.7;94.0;4.8;1;5;0;3;2;0
6795.0;1.0;94.0;5.8;1;5;0;3;2;1
6678.5;1.6;93.0;6.3;1;5;0;3;2;2
6580.0;2.5;91.0;7.1;1;5;0;3;2;3
6695.0;4.4;88.0;6.8;1;5;0;3;2;4
7054.5;5.9;85.0;5.2;1;5;0;3;2;5
7625.5;6.1;85.0;5.7;1;5;0;3;2;6
7638.5;5.7;93.0;6.7;1;5;0;3;2;7
7794.0;5.6;96.0;5.5;1;5;0;3;2;8
7847.0;5.5;96.0;6.4;1;5;0;3;2;9
7852.5;5.7;96.0;6.4;1;5;0;3;2;10
7767.5;5.8;97.0;6.9;1;5;0;3;2;11
7695.0;5.8;97.0;5.9;1;5;0;3;2;12
7618.0;5.9;97.0;4.8;1;5;0;3;2;13
7425.0;5.9;96.0;4.2;1;5;0;3;2;14
7289.0;6.1;96.0;4.3;1;5;0;3;2;15
7232.0;5.9;96.0;3.8;1;5;0;3;2;16
7682.5;5.8;96.0;3.2;1;5;0;3;2;17
8056.5;5.9;97.0;3.0;1;5;0;3;2;18
7763.5;5.9;97.0;3.3;1;5;0;3;2;19
7431.0;5.9;97.0;2.9;1;5;0;3;2;20
7163.0;5.9;98.0;3.8;1;5;0;3;2;21
7095.5;6.0;98.0;4.6;1;5;0;3;2;22
7031.5;6.1;98.0;4.3;1;5;0;3;2;23
6961.0;6.0;97.0;3.0;1;5;0;4;2;0
7162.5;6.0;97.0;3.8;1;5;0;4;2;1
7025.5;6.2;97.0;3.8;1;5;0;4;2;2
6882.5;6.6;98.0;3.9;1;5;0;4;2;3
6955.0;7.1;94.0;5.4;1;5;0;4;2;4
7313.5;7.7;92.0;5.7;1;5;0;4;2;5
7933.5;7.8;90.0;5.8;1;5;0;4;2;6
8001.5;7.8;92.0;5.5;1;5;0;4;2;7
8037.0;7.6;93.0;4.6;1;5;0;4;2;8
8010.5;7.8;92.0;3.8;1;5;0;4;2;9
7953.5;7.9;92.0;4.3;1;5;0;4;2;10
7993.0;8.0;92.0;3.9;1;5;0;4;2;11
8010.0;7.8;91.0;5.6;1;5;0;4;2;12
7937.0;7.7;92.0;4.7;1;5;0;4;2;13
7821.0;7.5;92.0;4.0;1;5;0;4;2;14
7748.0;7.8;86.0;5.4;1;5;0;4;2;15
7687.0;7.5;86.0;3.8;1;5;0;4;2;16
8073.5;7.7;83.0;5.5;1;5;0;4;2;17
8201.0;7.9;82.0;6.8;1;5;0;4;2;18
7815.0;8.1;78.0;6.4;1;5;0;4;2;19
7353.0;8.6;67.0;7.8;1;5;0;4;2;20
7064.0;7.9;71.0;6.0;1;5;0;4;2;21
7015.0;8.1;70.0;6.8;1;5;0;4;2;22
6825.0;8.7;65.0;9.3;1;5;0;4;2;23
6646.5;8.5;66.0;8.2;1;5;0;5;2;0
6820.0;8.6;63.0;9.1;1;5;0;5;2;1
6672.0;8.8;61.0;7.8;1;5;0;5;2;2
6462.0;8.8;64.0;7.6;1;5;0;5;2;3
6509.5;8.4;71.0;7.6;1;5;0;5;2;4
6938.0;8.7;71.0;7.9;1;5;0;5;2;5
7408.0;9.8;65.0;8.0;1;5;0;5;2;6
7445.5;10.3;67.0;9.2;1;5;0;5;2;7
7558.5;9.6;75.0;6.7;1;5;0;5;2;8
7524.5;9.4;73.0;6.2;1;5;0;5;2;9
7488.0;10.4;67.0;8.7;1;5;0;5;2;10
7415.0;10.7;64.0;7.4;1;5;0;5;2;11
7441.5;10.7;65.0;7.0;1;5;0;5;2;12
7189.5;11.2;64.0;7.7;1;5;0;5;2;13
7098.5;10.8;69.0;5.4;1;5;0;5;2;14
6984.5;10.9;72.0;7.1;1;5;0;5;2;15
6871.5;10.4;76.0;6.1;1;5;0;5;2;16
7235.0;10.1;76.0;4.6;1;5;0;5;2;17
7521.0;10.2;73.0;4.4;1;5;0;5;2;18
7080.0;9.8;74.0;4.9;1;5;0;5;2;19
6694.5;8.3;78.0;4.5;1;5;0;5;2;20
6500.5;7.7;78.0;5.1;1;5;0;5;2;21
6497.0;7.1;80.0;5.3;1;5;0;5;2;22
6428.5;7.6;78.0;5.3;1;5;0;5;2;23
6189.0;7.6;78.0;6.7;1;5;0;6;2;0
6293.0;7.8;78.0;6.2;1;5;0;6;2;1
6056.0;8.3;77.0;7.3;1;5;0;6;2;2
5938.0;10.1;72.0;7.6;1;5;0;6;2;3
5891.5;11.9;67.0;7.5;1;5;0;6;2;4
5916.5;12.4;66.0;9.4;1;5;0;6;2;5
6115.0;13.2;65.0;8.8;1;5;0;6;2;6
6188.5;12.8;64.0;8.4;1;5;0;6;2;7
6458.5;12.3;65.0;7.9;1;5;0;6;2;8
6533.0;11.7;69.0;6.4;1;5;0;6;2;9
6552.0;12.0;67.0;7.0;1;5;0;6;2;10
6651.0;11.3;73.0;6.2;1;5;0;6;2;11
6598.5;10.5;78.0;3.1;1;5;0;6;2;12
6368.5;10.6;78.0;4.8;1;5;0;6;2;13
6157.5;10.1;82.0;2.0;1;5;0;6;2;14
6060.0;8.8;87.0;3.2;1;5;0;6;2;15
5994.0;7.4;90.0;2.7;1;5;0;6;2;16
6418.5;7.8;91.0;3.3;1;5;0;6;2;17
6678.0;5.8;92.0;1.1;1;5;0;6;2;18
6418.5;5.7;93.0;2.6;1;5;0;6;2;19
6185.5;6.2;96.0;1.2;1;5;0;6;2;20
6120.5;6.8;96.0;1.3;1;5;0;6;2;21
6144.5;6.0;93.0;1.2;1;5;0;6;2;22
5991.0;4.7;96.0;1.8;1;5;0;6;2;23
5899.5;4.5;98.0;1.6;1;5;0;7;2;0
5950.5;5.5;98.0;2.7;1;5;0;7;2;1
5710.0;7.2;90.0;3.8;1;5;0;7;2;2
5511.0;9.5;83.0;3.1;1;5;0;7;2;3
5410.0;11.5;76.0;4.0;1;5;0;7;2;4
5386.0;13.2;69.0;3.6;1;5;0;7;2;5
5502.5;13.6;65.0;4.5;1;5;0;7;2;6
5515.5;14.0;63.0;4.3;1;5;0;7;2;7
5774.5;13.7;63.0;4.1;1;5;0;7;2;8
5975.5;12.4;66.0;3.6;1;5;0;7;2;9
6114.5;10.8;72.0;3.1;1;5;0;7;2;10
6173.0;10.0;75.0;4.1;1;5;0;7;2;11
6110.0;10.0;71.0;5.2;1;5;0;7;2;12
5819.0;9.7;69.0;5.4;1;5;0;7;2;13
5551.5;9.3;72.0;4.4;1;5;0;7;2;14
5412.5;8.4;74.0;3.8;1;5;0;7;2;15
5503.0;8.3;74.0;3.1;1;5;0;7;2;16
5926.0;7.4;79.0;3.5;1;5;0;7;2;17
6348.5;7.7;77.0;3.5;1;5;0;7;2;18
6235.0;7.9;77.0;4.1;1;5;0;7;2;19
6074.0;8.4;76.0;4.1;1;5;0;7;2;20
5964.5;8.5;76.0;5.9;1;5;0;7;2;21
6007.0;7.9;79.0;5.0;1;5;0;7;2;22
5882.5;8.2;79.0;4.9;1;5;0;7;2;23
5765.5;8.0;81.0;3.9;1;5;0;1;2;0
5897.0;8.2;83.0;4.5;1;5;0;1;2;1
5738.0;7.9;91.0;5.3;1;5;0;1;2;2
5699.5;8.1;93.0;6.8;1;5;0;1;2;3
5889.0;8.3;94.0;6.5;1;5;0;1;2;4
6458.0;8.7;93.0;7.2;1;5;0;1;2;5
6925.0;9.2;90.0;6.9;1;5;0;1;2;6
7031.0;10.2;87.0;5.7;1;5;0;1;2;7
7101.5;9.2;86.0;4.9;1;5;0;1;2;8
7074.0;8.2;87.0;4.1;1;5;0;1;2;9
7037.0;7.1;88.0;2.5;1;5;0;1;2;10
7025.0;4.9;88.0;2.8;1;5;0;1;2;11
6944.5;3.9;92.0;2.8;1;5;0;1;2;12
6716.5;4.2;89.0;3.6;1;5;0;1;2;13
6497.5;4.0;88.0;4.0;1;5;0;1;2;14
6382.0;3.3;91.0;4.5;1;5;0;1;2;15
6331.5;3.6;89.0;4.5;1;5;0;1;2;16
6787.0;2.2;92.0;3.9;1;5;0;1;2;17
7264.0;2.1;92.0;3.1;1;5;0;1;2;18
6990.0;1.5;94.0;2.9;1;5;0;1;2;19
6692.5;1.9;95.0;5.1;1;5;0;1;2;20
6528.5;1.6;95.0;4.0;1;5;0;1;2;21
6558.5;2.7;93.0;4.4;1;5;0;1;2;22
6479.5;2.0;94.0;4.7;1;5;0;1;2;23
6351.5;1.7;94.0;4.8;1;5;0;2;2;0
6535.0;1.0;95.0;3.6;1;5;0;2;2;1
6364.5;1.9;96.0;3.7;1;5;0;2;2;2
6251.0;3.1;94.0;3.9;1;5;0;2;2;3
6342.5;3.5;92.0;4.0;1;5;0;2;2;4
6845.5;4.0;92.0;3.2;1;5;0;2;2;5
7324.5;5.4;85.0;2.3;1;5;0;2;2;6
7527.5;5.7;85.0;1.5;1;5;0;2;2;7
7614.0;5.2;89.0;1.9;1;5;0;2;2;8
7636.0;4.9;90.0;0.0;1;5;0;2;2;9
7552.5;4.2;91.0;1.0;1;5;0;2;2;10
7543.0;2.4;94.0;1.3;1;5;0;2;2;11
7347.5;0.3;95.0;0.0;1;5;0;2;2;12
7116.0;-0.8;96.0;0.0;1;5;0;2;2;13
6998.5;-1.4;97.0;0.0;1;5;0;2;2;14
6818.0;-1.7;97.0;0.9;1;5;0;2;2;15
6809.5;-1.2;98.0;0.8;1;5;0;2;2;16
7185.0;-1.4;99.0;0.7;1;5;0;2;2;17
7631.5;-1.9;99.0;1.1;1;5;0;2;2;18
7246.0;-2.1;99.0;1.0;1;5;0;2;2;19
6870.0;-2.1;99.0;0.8;1;5;0;2;2;20
6604.5;-1.9;99.0;2.4;1;5;0;2;2;21
6577.5;-1.9;99.0;1.0;1;5;0;2;2;22
6479.0;-2.2;99.0;1.3;1;5;0;2;2;23
6292.0;-1.9;99.0;0.7;1;5;0;3;2;0
6381.0;-1.8;99.0;1.5;1;5;0;3;2;1
6233.0;-1.4;99.0;1.7;1;5;0;3;2;2
6157.5;-0.7;99.0;1.4;1;5;0;3;2;3
6169.0;-0.1;99.0;2.5;1;5;0;3;2;4
6649.0;0.5;99.0;1.3;1;5;0;3;2;5
7140.5;1.6;99.0;2.1;1;5;0;3;2;6
7365.5;2.7;99.0;2.8;1;5;0;3;2;7
7466.5;3.3;97.0;3.3;1;5;0;3;2;8
7473.0;2.9;91.0;3.1;1;5;0;3;2;9
7410.0;2.9;91.0;2.4;1;5;0;3;2;10
7484.0;2.4;92.0;2.2;1;5;0;3;2;11
7397.5;3.3;88.0;4.0;1;5;0;3;2;12
7305.0;3.3;86.0;3.0;1;5;0;3;2;13
7146.0;2.4;87.0;1.8;1;5;0;3;2;14
6979.0;1.6;89.0;1.7;1;5;0;3;2;15
6996.0;2.0;90.0;2.0;1;5;0;3;2;16
7394.0;1.5;91.0;1.4;1;5;0;3;2;17
7822.5;0.8;92.0;1.1;1;5;0;3;2;18
7499.0;0.3;94.0;1.0;1;5;0;3;2;19
7066.5;0.7;92.0;0.8;1;5;0;3;2;20
6924.5;0.3;91.0;1.7;1;5;0;3;2;21
6897.5;-0.1;92.0;2.2;1;5;0;3;2;22
6759.5;0.3;91.0;1.9;1;5;0;3;2;23
6590.5;-0.2;92.0;2.0;1;5;0;4;2;0
6700.0;0.1;92.0;1.9;1;5;0;4;2;1
6554.0;1.5;88.0;1.7;1;5;0;4;2;2
6474.5;3.5;81.0;2.5;1;5;0;4;2;3
6582.5;4.9;70.0;4.7;1;5;0;4;2;4
7059.0;5.8;64.0;5.6;1;5;0;4;2;5
7520.5;6.2;59.0;5.7;1;5;0;4;2;6
7693.0;6.4;61.0;4.6;1;5;0;4;2;7
7744.0;6.2;60.0;3.0;1;5;0;4;2;8
7740.5;5.0;66.0;2.2;1;5;0;4;2;9
7868.0;3.7;72.0;2.8;1;5;0;4;2;10
7860.5;2.8;76.0;3.0;1;5;0;4;2;11
7857.0;2.4;78.0;4.5;1;5;0;4;2;12
7739.5;1.7;80.0;3.7;1;5;0;4;2;13
7686.5;1.0;83.0;2.8;1;5;0;4;2;14
7586.5;0.6;83.0;1.9;1;5;0;4;2;15
7550.5;0.4;83.0;1.3;1;5;0;4;2;16
