Consommation brute électricité (MW) - RTE;T;U;FF;country;scale;holiday;day;month;hours
6378.5;13.2;95.0;1.0;1;5;0;1;11;10
6439.0;13.1;98.0;1.8;1;5;0;1;11;11
6342.0;12.9;98.0;1.2;1;5;0;1;11;12
6348.0;12.8;99.0;0.6;1;5;0;1;11;13
6212.5;11.6;98.0;4.3;1;5;0;1;11;14
6126.5;11.7;98.0;4.1;1;5;0;1;11;15
6196.5;11.6;98.0;1.5;1;5;0;1;11;16
6526.5;11.6;98.0;2.6;1;5;0;1;11;17
6618.0;11.6;97.0;4.7;1;5;0;1;11;18
6269.0;11.3;98.0;2.6;1;5;0;1;11;19
5908.0;11.1;98.0;3.1;1;5;0;1;11;20
5651.5;10.8;98.0;2.6;1;5;0;1;11;21
5647.5;10.7;97.0;3.9;1;5;0;1;11;22
5419.0;10.5;97.0;4.9;1;5;0;1;11;23
5227.0;10.3;97.0;4.8;1;5;0;2;11;0
5286.5;10.1;97.0;3.1;1;5;0;2;11;1
5123.5;10.3;94.0;3.5;1;5;0;2;11;2
5096.0;10.6;89.0;3.9;1;5;0;2;11;3
5299.0;11.3;89.0;4.8;1;5;0;2;11;4
5749.0;12.2;84.0;4.1;1;5;0;2;11;5
6319.5;13.1;77.0;5.0;1;5;0;2;11;6
6395.5;13.2;72.0;5.6;1;5;0;2;11;7
6511.0;12.7;75.0;4.3;1;5;0;2;11;8
6576.5;12.4;79.0;3.8;1;5;0;2;11;9
6606.0;12.4;80.0;2.9;1;5;0;2;11;10
6700.5;12.0;86.0;2.7;1;5;0;2;11;11
6676.0;11.1;95.0;2.8;1;5;0;2;11;12
6652.0;11.3;94.0;5.4;1;5;0;2;11;13
6594.5;11.0;93.0;3.8;1;5;0;2;11;14
6578.0;10.8;93.0;4.5;1;5;0;2;11;15
6691.0;10.6;94.0;5.4;1;5;0;2;11;16
6963.0;10.5;97.0;3.2;1;5;0;2;11;17
7034.5;10.5;96.0;6.3;1;5;0;2;11;18
6619.5;10.7;94.0;9.8;1;5;0;2;11;19
6225.0;10.6;91.0;10.1;1;5;0;2;11;20
5831.0;10.3;90.0;8.7;1;5;0;2;11;21
5831.0;10.1;94.0;9.6;1;5;0;2;11;22
5652.5;9.9;94.0;11.3;1;5;0;2;11;23
5384.0;9.7;92.0;10.6;1;5;0;3;11;0
5415.5;9.4;88.0;11.9;1;5;0;3;11;1
5281.0;9.6;87.0;9.8;1;5;0;3;11;2
5157.0;10.6;84.0;10.9;1;5;0;3;11;3
5251.5;11.5;83.0;9.8;1;5;0;3;11;4
5736.0;11.6;89.0;8.9;1;5;0;3;11;5
6117.0;12.2;87.0;8.6;1;5;0;3;11;6
6374.5;12.1;88.0;5.2;1;5;0;3;11;7
6455.0;12.5;87.0;5.5;1;5;0;3;11;8
6533.5;12.9;87.0;5.9;1;5;0;3;11;9
6617.0;13.1;85.0;5.6;1;5;0;3;11;10
6683.5;11.8;85.0;4.8;1;5;0;3;11;11
6559.0;11.8;83.0;4.4;1;5;0;3;11;12
6468.5;10.5;93.0;4.2;1;5;0;3;11;13
6352.5;10.4;93.0;4.7;1;5;0;3;11;14
6286.5;10.8;89.0;6.4;1;5;0;3;11;15
6360.0;10.4;90.0;6.5;1;5;0;3;11;16
6704.0;10.2;91.0;5.6;1;5;0;3;11;17
6714.5;10.3;89.0;7.1;1;5;0;3;11;18
6334.5;10.5;89.0;7.8;1;5;0;3;11;19
6014.0;10.5;89.0;7.1;1;5;0;3;11;20
5780.5;10.5;87.0;7.5;1;5;0;3;11;21
5623.5;10.2;92.0;7.3;1;5;0;3;11;22
5464.0;10.0;94.0;7.3;1;5;0;3;11;23
5263.5;9.8;96.0;6.7;1;5;0;4;11;0
5226.0;10.0;94.0;8.4;1;5;0;4;11;1
5078.5;10.1;95.0;10.2;1;5;0;4;11;2
4927.5;10.5;95.0;9.4;1;5;0;4;11;3
5045.5;10.6;98.0;8.6;1;5;0;4;11;4
5515.0;11.3;98.0;8.1;1;5;0;4;11;5
6081.5;11.8;97.0;8.1;1;5;0;4;11;6
6140.5;11.8;98.0;7.2;1;5;0;4;11;7
6234.5;12.6;95.0;7.2;1;5;0;4;11;8
6260.5;12.1;97.0;7.5;1;5;0;4;11;9
6349.0;12.1;96.0;7.4;1;5;0;4;11;10
6281.5;12.3;96.0;7.4;1;5;0;4;11;11
6244.0;12.1;97.0;6.3;1;5;0;4;11;12
6114.5;12.2;97.0;6.5;1;5;0;4;11;13
6090.5;12.3;96.0;7.9;1;5;0;4;11;14
5931.0;12.1;97.0;8.9;1;5;0;4;11;15
6047.5;12.3;92.0;9.9;1;5;0;4;11;16
6394.0;12.0;91.0;9.1;1;5;0;4;11;17
6473.0;11.5;92.0;8.0;1;5;0;4;11;18
6075.0;11.4;91.0;8.4;1;5;0;4;11;19
5767.0;11.2;90.0;8.9;1;5;0;4;11;20
5520.5;11.2;91.0;6.9;1;5;0;4;11;21
5403.5;11.2;92.0;8.7;1;5;0;4;11;22
5212.0;11.1;93.0;8.5;1;5;0;4;11;23
4998.0;10.9;98.0;7.0;1;5;0;5;11;0
5026.0;11.3;97.0;7.9;1;5;0;5;11;1
4813.5;11.9;96.0;11.2;1;5;0;5;11;2
4729.0;12.6;94.0;10.0;1;5;0;5;11;3
4872.5;13.7;90.0;8.3;1;5;0;5;11;4
5372.0;14.9;84.0;10.7;1;5;0;5;11;5
5881.0;13.8;88.0;8.2;1;5;0;5;11;6
5979.0;14.9;83.0;10.5;1;5;0;5;11;7
6102.5;15.0;82.0;8.9;1;5;0;5;11;8
6118.5;14.4;79.0;8.5;1;5;0;5;11;9
6201.5;13.5;82.0;8.8;1;5;0;5;11;10
6207.5;12.2;90.0;5.7;1;5;0;5;11;11
6197.0;12.1;90.0;6.4;1;5;0;5;11;12
6083.5;11.9;86.0;7.3;1;5;0;5;11;13
6083.0;11.8;88.0;7.6;1;5;0;5;11;14
5890.0;11.5;89.0;7.4;1;5;0;5;11;15
6020.5;11.7;86.0;8.0;1;5;0;5;11;16
6267.0;11.6;88.0;8.6;1;5;0;5;11;17
6324.0;11.4;89.0;7.5;1;5;0;5;11;18
6006.0;11.5;89.0;8.3;1;5;0;5;11;19
5615.0;11.4;89.0;7.6;1;5;0;5;11;20
5501.0;11.2;89.0;7.7;1;5;0;5;11;21
5409.5;10.8;95.0;7.7;1;5;0;5;11;22
5206.0;10.7;96.0;6.8;1;5;0;5;11;23
4971.0;10.7;96.0;5.8;1;5;0;6;11;0
4949.5;10.7;96.0;5.6;1;5;0;6;11;1
4754.5;12.4;93.0;5.3;1;5;0;6;11;2
4559.5;13.1;89.0;7.4;1;5;0;6;11;3
4444.0;13.1;90.0;5.7;1;5;0;6;11;4
4650.5;14.4;81.0;6.6;1;5;0;6;11;5
4846.0;14.5;83.0;6.8;1;5;0;6;11;6
4908.0;14.5;76.0;7.2;1;5;0;6;11;7
5091.0;14.5;78.0;5.4;1;5;0;6;11;8
5194.0;14.2;72.0;6.8;1;5;0;6;11;9
5192.0;14.8;73.0;5.3;1;5;0;6;11;10
5303.5;13.0;84.0;2.4;1;5;0;6;11;11
5316.5;11.3;88.0;2.5;1;5;0;6;11;12
5083.0;11.0;91.0;3.5;1;5;0;6;11;13
4876.5;10.5;95.0;3.3;1;5;0;6;11;14
4895.0;10.4;94.0;4.1;1;5;0;6;11;15
5131.0;11.3;92.0;4.8;1;5;0;6;11;16
5513.0;10.9;93.0;3.5;1;5;0;6;11;17
5549.5;11.0;95.0;3.8;1;5;0;6;11;18
5291.5;11.4;95.0;4.4;1;5;0;6;11;19
5107.5;11.5;95.0;3.3;1;5;0;6;11;20
5019.0;11.6;94.0;4.1;1;5;0;6;11;21
5037.5;11.8;94.0;4.1;1;5;0;6;11;22
4915.0;11.7;97.0;6.8;1;5;0;6;11;23
4628.5;11.9;97.0;6.7;1;5;0;7;11;0
4694.0;12.2;98.0;6.3;1;5;0;7;11;1
4404.0;12.7;98.0;6.9;1;5;0;7;11;2
4124.0;13.5;96.0;7.4;1;5;0;7;11;3
4088.5;14.6;92.0;8.1;1;5;0;7;11;4
4184.0;15.7;87.0;9.4;1;5;0;7;11;5
4294.5;16.1;84.0;9.5;1;5;0;7;11;6
4320.0;17.4;75.0;8.2;1;5;0;7;11;7
4605.0;16.9;78.0;9.5;1;5;0;7;11;8
4886.0;15.9;85.0;6.5;1;5;0;7;11;9
5095.5;15.7;88.0;7.5;1;5;0;7;11;10
5294.5;15.6;86.0;6.1;1;5;0;7;11;11
5263.0;15.6;84.0;6.3;1;5;0;7;11;12
5021.0;15.4;84.0;6.3;1;5;0;7;11;13
4848.0;15.0;86.0;5.7;1;5;0;7;11;14
4740.0;15.1;83.0;5.7;1;5;0;7;11;15
4877.5;15.1;82.0;7.8;1;5;0;7;11;16
5321.0;14.9;84.0;6.4;1;5;0;7;11;17
5444.0;14.8;85.0;6.3;1;5;0;7;11;18
5314.0;14.5;87.0;5.1;1;5;0;7;11;19
5129.5;14.3;88.0;5.8;1;5;0;7;11;20
5105.5;14.0;90.0;5.4;1;5;0;7;11;21
5145.5;13.3;95.0;3.4;1;5;0;7;11;22
5033.5;13.1;96.0;2.6;1;5;0;7;11;23
4827.5;13.1;95.0;5.0;1;5;1;1;11;0
4867.0;13.3;93.0;4.4;1;5;1;1;11;1
4638.0;13.2;96.0;5.0;1;5;1;1;11;2
4472.0;13.5;98.0;5.7;1;5;1;1;11;3
4439.0;13.8;97.0;5.4;1;5;1;1;11;4
4581.0;14.3;97.0;6.0;1;5;1;1;11;5
4683.0;14.9;95.0;5.2;1;5;1;1;11;6
4744.5;14.2;98.0;3.0;1;5;1;1;11;7
4982.0;14.3;96.0;2.4;1;5;1;1;11;8
5185.5;14.7;94.0;3.3;1;5;1;1;11;9
5268.0;13.6;89.0;1.6;1;5;1;1;11;10
5483.0;13.7;91.0;1.1;1;5;1;1;11;11
5458.5;12.1;95.0;1.9;1;5;1;1;11;12
5172.0;9.8;97.0;1.7;1;5;1;1;11;13
5039.5;10.6;99.0;2.0;1;5;1;1;11;14
4970.5;10.9;97.0;2.0;1;5;1;1;11;15
5244.0;11.1;97.0;2.3;1;5;1;1;11;16
5719.0;10.3;96.0;2.7;1;5;1;1;11;17
5873.0;10.3;93.0;2.5;1;5;1;1;11;18
5688.5;10.3;92.0;2.8;1;5;1;1;11;19
5544.5;10.3;93.0;1.8;1;5;1;1;11;20
5441.0;10.3;93.0;4.1;1;5;1;1;11;21
5434.0;10.1;92.0;1.7;1;5;1;1;11;22
5285.0;9.9;91.0;3.1;1;5;1;1;11;23
5139.0;7.9;96.0;2.0;1;5;0;2;11;0
5185.0;7.9;99.0;2.0;1;5;0;2;11;1
5041.0;8.9;98.0;3.0;1;5;0;2;11;2
4935.5;9.8;94.0;2.4;1;5;0;2;11;3
5210.5;11.8;77.0;3.8;1;5;0;2;11;4
5802.0;12.5;72.0;4.7;1;5;0;2;11;5
6563.5;13.3;65.0;4.2;1;5;0;2;11;6
6754.0;13.0;57.0;5.4;1;5;0;2;11;7
6889.5;12.8;57.0;4.3;1;5;0;2;11;8
7002.0;13.4;52.0;5.2;1;5;0;2;11;9
7021.5;12.9;55.0;4.0;1;5;0;2;11;10
7032.0;10.0;78.0;2.1;1;5;0;2;11;11
6878.0;8.9;82.0;2.2;1;5;0;2;11;12
6770.5;8.7;86.0;1.5;1;5;0;2;11;13
6652.0;8.7;85.0;2.8;1;5;0;2;11;14
6609.5;9.2;83.0;2.8;1;5;0;2;11;15
6811.0;9.2;84.0;3.0;1;5;0;2;11;16
7144.0;8.1;87.0;2.5;1;5;0;2;11;17
7167.0;8.0;91.0;2.7;1;5;0;2;11;18
6769.0;8.3;92.0;2.3;1;5;0;2;11;19
6336.0;8.4;92.0;2.5;1;5;0;2;11;20
6083.0;8.3;93.0;1.7;1;5;0;2;11;21
5999.0;8.3;95.0;2.3;1;5;0;2;11;22
5788.5;8.2;96.0;2.3;1;5;0;2;11;23
5519.0;8.4;97.0;1.4;1;5;0;3;11;0
5527.5;8.8;97.0;1.6;1;5;0;3;11;1
5381.5;9.2;96.0;2.9;1;5;0;3;11;2
5208.0;9.9;93.0;2.8;1;5;0;3;11;3
5404.0;10.7;84.0;5.2;1;5;0;3;11;4
5857.0;12.0;72.0;4.1;1;5;0;3;11;5
6519.5;12.6;65.0;4.4;1;5;0;3;11;6
6629.5;13.3;59.0;4.4;1;5;0;3;11;7
6764.0;10.1;89.0;5.1;1;5;0;3;11;8
6769.5;11.7;81.0;3.3;1;5;0;3;11;9
6831.5;10.7;83.0;3.3;1;5;0;3;11;10
6769.5;10.0;86.0;4.1;1;5;0;3;11;11
6700.5;9.7;93.0;3.8;1;5;0;3;11;12
6618.5;9.2;95.0;2.2;1;5;0;3;11;13
6481.0;8.8;93.0;2.7;1;5;0;3;11;14
6420.5;8.1;95.0;1.3;1;5;0;3;11;15
6659.0;6.6;97.0;1.8;1;5;0;3;11;16
7050.0;5.8;99.0;1.7;1;5;0;3;11;17
7067.5;5.3;99.0;2.0;1;5;0;3;11;18
6725.0;5.1;100.0;0.0;1;5;0;3;11;19
6311.5;6.3;100.0;0.0;1;5;0;3;11;20
6132.5;6.8;100.0;1.4;1;5;0;3;11;21
6052.0;7.2;100.0;1.6;1;5;0;3;11;22
5876.0;7.4;100.0;1.6;1;5;0;3;11;23
5665.5;7.5;100.0;0.8;1;5;0;4;11;0
5718.0;7.8;99.0;2.1;1;5;0;4;11;1
5565.5;8.3;98.0;2.2;1;5;0;4;11;2
5339.0;8.6;97.0;1.5;1;5;0;4;11;3
5539.5;9.2;96.0;2.7;1;5;0;4;11;4
6020.5;9.8;93.0;2.4;1;5;0;4;11;5
6706.0;10.7;86.0;1.8;1;5;0;4;11;6
6804.5;10.9;85.0;3.5;1;5;0;4;11;7
6928.5;10.4;92.0;2.4;1;5;0;4;11;8
7043.0;9.7;93.0;2.6;1;5;0;4;11;9
7052.0;9.7;94.0;2.0;1;5;0;4;11;10
6983.0;9.2;95.0;1.3;1;5;0;4;11;11
6921.0;9.1;96.0;1.9;1;5;0;4;11;12
6913.0;9.4;97.0;1.8;1;5;0;4;11;13
6836.0;9.2;96.0;3.3;1;5;0;4;11;14
6787.0;9.1;96.0;2.0;1;5;0;4;11;15
7010.5;8.6;97.0;2.4;1;5;0;4;11;16
7371.5;8.3;98.0;2.3;1;5;0;4;11;17
7405.5;8.0;97.0;1.9;1;5;0;4;11;18
6927.5;7.4;97.0;2.2;1;5;0;4;11;19
6526.0;7.3;95.0;1.9;1;5;0;4;11;20
6257.5;6.8;97.0;2.7;1;5;0;4;11;21
6154.5;6.9;96.0;2.9;1;5;0;4;11;22
6012.0;7.0;96.0;3.6;1;5;0;4;11;23
5861.0;7.0;95.0;4.0;1;5;0;5;11;0
5880.0;7.3;95.0;2.9;1;5;0;5;11;1
5674.0;8.1;95.0;2.5;1;5;0;5;11;2
5538.5;9.4;87.0;3.1;1;5;0;5;11;3
5721.5;9.9;83.0;3.4;1;5;0;5;11;4
6169.0;10.3;82.0;3.5;1;5;0;5;11;5
6842.0;11.2;73.0;4.1;1;5;0;5;11;6
6911.5;11.3;73.0;5.0;1;5;0;5;11;7
6989.0;10.5;71.0;4.2;1;5;0;5;11;8
7030.5;10.4;82.0;2.5;1;5;0;5;11;9
7013.5;10.2;87.0;1.4;1;5;0;5;11;10
7061.5;10.1;71.0;3.7;1;5;0;5;11;11
6960.5;9.0;83.0;2.8;1;5;0;5;11;12
6842.5;8.4;91.0;1.1;1;5;0;5;11;13
6714.0;8.3;91.0;1.7;1;5;0;5;11;14
6570.0;8.0;91.0;2.3;1;5;0;5;11;15
6866.0;8.2;91.0;1.6;1;5;0;5;11;16
7140.0;7.7;93.0;1.2;1;5;0;5;11;17
7164.0;7.5;96.0;0.8;1;5;0;5;11;18
6683.5;7.8;96.0;1.6;1;5;0;5;11;19
6357.0;7.5;95.0;0.8;1;5;0;5;11;20
6170.0;7.8;93.0;2.6;1;5;0;5;11;21
6185.5;7.8;91.0;3.9;1;5;0;5;11;22
5987.0;7.5;90.0;2.2;1;5;0;5;11;23
5698.5;6.7;91.0;1.7;1;5;0;6;11;0
5724.5;7.2;86.0;3.6;1;5;0;6;11;1
5470.0;8.6;80.0;4.4;1;5;0;6;11;2
5281.0;9.5;78.0;4.7;1;5;0;6;11;3
5252.0;11.4;67.0;4.4;1;5;0;6;11;4
5431.0;12.8;66.0;4.4;1;5;0;6;11;5
5617.5;12.6;64.0;5.5;1;5;0;6;11;6
5792.5;13.5;63.0;2.8;1;5;0;6;11;7
6023.5;13.2;59.0;4.2;1;5;0;6;11;8
6112.0;12.3;64.0;3.2;1;5;0;6;11;9
6163.5;11.8;69.0;2.1;1;5;0;6;11;10
6286.0;10.9;70.0;1.8;1;5;0;6;11;11
6226.0;10.1;75.0;1.9;1;5;0;6;11;12
5972.0;9.5;78.0;2.1;1;5;0;6;11;13
5819.0;9.2;80.0;2.1;1;5;0;6;11;14
5755.5;8.6;82.0;1.5;1;5;0;6;11;15
5965.5;8.2;84.0;0.9;1;5;0;6;11;16
6311.5;7.9;88.0;2.0;1;5;0;6;11;17
6349.5;7.8;87.0;1.2;1;5;0;6;11;18
5984.5;7.9;87.0;1.8;1;5;0;6;11;19
5731.5;7.6;90.0;2.0;1;5;0;6;11;20
5618.5;7.3;93.0;2.7;1;5;0;6;11;21
5698.5;7.2;96.0;2.9;1;5;0;6;11;22
5546.5;7.2;97.0;3.1;1;5;0;6;11;23
5324.5;7.2;96.0;3.6;1;5;0;7;11;0
5275.5;7.4;96.0;3.1;1;5;0;7;11;1
5072.5;7.9;95.0;3.5;1;5;0;7;11;2
4823.0;8.9;91.0;4.7;1;5;0;7;11;3
4823.5;9.7;83.0;3.6;1;5;0;7;11;4
4810.0;10.1;80.0;2.7;1;5;0;7;11;5
4933.5;10.3;78.0;2.6;1;5;0;7;11;6
4956.0;10.4;77.0;3.3;1;5;0;7;11;7
5179.0;10.1;80.0;3.8;1;5;0;7;11;8
5426.5;9.7;81.0;3.8;1;5;0;7;11;9
5686.5;9.6;82.0;4.8;1;5;0;7;11;10
5876.5;9.4;83.0;5.1;1;5;0;7;11;11
5829.0;9.3;84.0;3.5;1;5;0;7;11;12
5544.0;9.2;85.0;2.8;1;5;0;7;11;13
5343.0;9.1;85.0;2.6;1;5;0;7;11;14
5299.0;9.0;86.0;2.0;1;5;0;7;11;15
5510.0;8.8;89.0;3.1;1;5;0;7;11;16
5814.5;8.7;90.0;2.8;1;5;0;7;11;17
5943.0;8.8;91.0;2.2;1;5;0;7;11;18
5809.0;8.9;90.0;2.9;1;5;0;7;11;19
5547.0;8.8;91.0;2.5;1;5;0;7;11;20
5423.5;8.8;91.0;3.4;1;5;0;7;11;21
5450.5;8.7;91.0;3.1;1;5;0;7;11;22
5290.0;8.9;88.0;3.2;1;5;0;7;11;23
5113.0;8.3;91.0;2.4;1;5;0;1;11;0
5167.0;8.0;92.0;3.4;1;5;0;1;11;1
5017.5;7.9;92.0;3.5;1;5;0;1;11;2
4910.5;9.1;87.0;3.3;1;5;0;1;11;3
5141.5;10.7;76.0;3.0;1;5;0;1;11;4
5790.5;11.7;73.0;2.3;1;5;0;1;11;5
6520.0;11.8;75.0;2.4;1;5;0;1;11;6
6657.5;11.7;72.0;1.7;1;5;0;1;11;7
6770.5;11.8;75.0;1.3;1;5;0;1;11;8
6814.5;11.5;76.0;2.1;1;5;0;1;11;9
6838.0;11.0;79.0;2.6;1;5;0;1;11;10
6905.0;10.5;81.0;2.1;1;5;0;1;11;11
6861.5;10.1;82.0;1.5;1;5;0;1;11;12
6748.5;9.7;87.0;1.4;1;5;0;1;11;13
6587.5;9.5;87.0;1.2;1;5;0;1;11;14
6533.5;9.6;87.0;1.2;1;5;0;1;11;15
6821.0;9.4;89.0;0.8;1;5;0;1;11;16
7192.5;9.1;93.0;0.0;1;5;0;1;11;17
7241.5;9.0;95.0;1.1;1;5;0;1;11;18
6828.0;8.9;93.0;0.0;1;5;0;1;11;19
6399.0;8.8;93.0;0.0;1;5;0;1;11;20
6107.5;8.5;95.0;1.3;1;5;0;1;11;21
6043.0;8.4;97.0;1.7;1;5;0;1;11;22
5897.5;8.4;95.0;0.0;1;5;0;1;11;23
5633.0;8.3;95.0;0.7;1;5;0;2;11;0
5687.5;8.3;96.0;0.0;1;5;0;2;11;1
5493.5;8.6;94.0;0.8;1;5;0;2;11;2
5372.0;9.4;85.0;1.1;1;5;0;2;11;3
5526.5;10.1;73.0;1.8;1;5;0;2;11;4
6059.0;10.6;68.0;1.1;1;5;0;2;11;5
6778.5;10.7;66.0;1.3;1;5;0;2;11;6
6886.5;10.8;65.0;1.2;1;5;0;2;11;7
7020.0;10.6;69.0;1.2;1;5;0;2;11;8
7175.5;10.9;62.0;0.8;1;5;0;2;11;9
7217.0;10.6;64.0;0.8;1;5;0;2;11;10
7282.0;9.7;79.0;1.3;1;5;0;2;11;11
7288.5;9.3;85.0;0.0;1;5;0;2;11;12
7226.5;8.9;93.0;0.0;1;5;0;2;11;13
7137.0;8.5;92.0;0.0;1;5;0;2;11;14
7070.0;8.0;94.0;0.8;1;5;0;2;11;15
7283.5;6.8;95.0;0.0;1;5;0;2;11;16
7615.0;6.7;97.0;0.0;1;5;0;2;11;17
7573.0;6.6;98.0;0.0;1;5;0;2;11;18
7115.0;6.8;98.0;0.0;1;5;0;2;11;19
6734.0;6.8;95.0;2.1;1;5;0;2;11;20
6507.5;6.9;95.0;0.9;1;5;0;2;11;21
6443.0;6.7;96.0;1.0;1;5;0;2;11;22
6238.5;6.8;95.0;2.3;1;5;0;2;11;23
5964.5;6.7;96.0;1.2;1;5;0;3;11;0
5969.5;6.8;96.0;1.4;1;5;0;3;11;1
5720.0;7.6;95.0;1.5;1;5;0;3;11;2
5542.0;8.5;94.0;2.4;1;5;0;3;11;3
5752.5;10.0;83.0;1.6;1;5;0;3;11;4
6230.0;10.9;78.0;2.4;1;5;0;3;11;5
6885.5;11.4;71.0;2.7;1;5;0;3;11;6
7069.0;11.6;73.0;2.2;1;5;0;3;11;7
7230.5;11.5;73.0;2.2;1;5;0;3;11;8
7505.5;11.4;74.0;1.5;1;5;0;3;11;9
7363.5;11.2;85.0;0.0;1;5;0;3;11;10
7245.0;10.3;89.0;0.6;1;5;0;3;11;11
7165.5;9.8;91.0;0.9;1;5;0;3;11;12
7057.5;9.7;91.0;1.7;1;5;0;3;11;13
6958.0;9.5;94.0;1.9;1;5;0;3;11;14
6945.5;9.2;94.0;0.0;1;5;0;3;11;15
7211.0;8.8;96.0;0.8;1;5;0;3;11;16
7525.0;8.7;95.0;0.5;1;5;0;3;11;17
7672.5;8.5;97.0;0.7;1;5;0;3;11;18
7227.5;8.4;97.0;0.8;1;5;0;3;11;19
6736.0;8.3;97.0;0.8;1;5;0;3;11;20
6592.0;8.0;97.0;1.3;1;5;0;3;11;21
6538.0;7.3;98.0;1.2;1;5;0;3;11;22
6346.0;6.8;98.0;2.4;1;5;0;3;11;23
6017.0;6.4;99.0;1.9;1;5;0;4;11;0
6056.5;6.7;99.0;1.1;1;5;0;4;11;1
5830.0;8.1;96.0;2.0;1;5;0;4;11;2
5753.0;10.8;85.0;1.1;1;5;0;4;11;3
5929.5;12.1;79.0;2.5;1;5;0;4;11;4
6415.5;13.6;69.0;1.9;1;5;0;4;11;5
7129.5;14.3;61.0;3.2;1;5;0;4;11;6
7296.5;14.4;56.0;2.8;1;5;0;4;11;7
7372.5;14.5;54.0;3.7;1;5;0;4;11;8
7448.5;14.1;54.0;3.0;1;5;0;4;11;9
7448.5;13.2;52.0;3.1;1;5;0;4;11;10
7491.5;10.8;68.0;1.9;1;5;0;4;11;11
7431.5;9.9;71.0;2.1;1;5;0;4;11;12
7339.5;9.8;70.0;2.8;1;5;0;4;11;13
7228.0;10.0;68.0;4.4;1;5;0;4;11;14
7246.5;9.6;70.0;4.2;1;5;0;4;11;15
7476.5;9.1;74.0;5.1;1;5;0;4;11;16
7707.5;8.8;79.0;4.0;1;5;0;4;11;17
7751.0;9.2;81.0;3.4;1;5;0;4;11;18
7259.0;9.7;82.0;5.9;1;5;0;4;11;19
6890.5;9.3;85.0;4.6;1;5;0;4;11;20
6579.0;9.9;84.0;4.8;1;5;0;4;11;21
6613.5;9.5;87.0;3.7;1;5;0;4;11;22
6376.0;10.5;83.0;4.9;1;5;0;4;11;23
6119.5;11.1;81.0;4.7;1;5;0;5;11;0
6243.0;11.7;79.0;4.3;1;5;0;5;11;1
5985.5;12.3;78.0;4.4;1;5;0;5;11;2
5825.5;13.0;79.0;4.7;1;5;0;5;11;3
6029.0;14.1;76.0;4.6;1;5;0;5;11;4
6509.5;15.0;76.0;4.6;1;5;0;5;11;5
7141.5;15.0;78.0;5.3;1;5;0;5;11;6
7326.5;15.5;76.0;3.6;1;5;0;5;11;7
7484.0;15.7;76.0;2.5;1;5;0;5;11;8
7592.0;14.9;81.0;3.5;1;5;0;5;11;9
7626.5;14.1;85.0;2.9;1;5;0;5;11;10
7642.5;13.9;86.0;3.9;1;5;0;5;11;11
7590.5;13.8;88.0;3.7;1;5;0;5;11;12
7374.0;14.0;84.0;3.5;1;5;0;5;11;13
7214.5;14.2;79.0;2.8;1;5;0;5;11;14
7139.5;13.9;79.0;2.8;1;5;0;5;11;15
7348.5;13.6;77.0;2.9;1;5;0;5;11;16
7536.0;13.4;76.0;3.0;1;5;0;5;11;17
7494.5;13.0;78.0;3.7;1;5;0;5;11;18
7084.5;13.6;73.0;4.8;1;5;0;5;11;19
6657.5;13.1;78.0;4.0;1;5;0;5;11;20
6478.0;12.5;81.0;5.4;1;5;0;5;11;21
6474.0;12.6;79.0;4.1;1;5;0;5;11;22
6170.0;13.3;72.0;5.2;1;5;0;5;11;23
5916.0;13.3;74.0;3.0;1;5;0;6;11;0
5914.5;13.8;71.0;4.4;1;5;0;6;11;1
5628.0;14.5;70.0;4.4;1;5;0;6;11;2
5515.5;16.3;66.0;5.8;1;5;0;6;11;3
5421.5;16.8;69.0;6.8;1;5;0;6;11;4
5626.0;18.5;64.0;9.3;1;5;0;6;11;5
5922.0;20.7;60.0;9.3;1;5;0;6;11;6
5986.0;21.2;58.0;9.4;1;5;0;6;11;7
6181.0;21.5;59.0;9.5;1;5;0;6;11;8
6382.5;19.1;73.0;4.6;1;5;0;6;11;9
6410.5;18.2;79.0;5.6;1;5;0;6;11;10
6574.0;16.8;83.0;2.3;1;5;0;6;11;11
6533.0;17.6;78.0;4.8;1;5;0;6;11;12
6274.0;17.6;78.0;5.6;1;5;0;6;11;13
6154.5;17.1;80.0;6.1;1;5;0;6;11;14
6052.5;16.4;84.0;4.9;1;5;0;6;11;15
6281.0;16.4;82.0;5.1;1;5;0;6;11;16
6503.5;14.7;89.0;4.0;1;5;0;6;11;17
6454.5;14.3;91.0;2.0;1;5;0;6;11;18
6193.0;14.7;89.0;2.3;1;5;0;6;11;19
5890.5;14.8;90.0;4.4;1;5;0;6;11;20
5810.5;14.8;93.0;4.9;1;5;0;6;11;21
5900.0;14.6;94.0;3.9;1;5;0;6;11;22
5770.0;13.7;95.0;0.0;1;5;0;6;11;23
5491.0;11.5;97.0;0.0;1;5;0;7;11;0
5479.0;12.7;99.0;1.8;1;5;0;7;11;1
5222.0;15.1;90.0;1.0;1;5;0;7;11;2
5026.5;17.0;81.0;3.9;1;5;0;7;11;3
4925.5;18.3;75.0;6.1;1;5;0;7;11;4
4971.5;19.0;73.0;7.1;1;5;0;7;11;5
5055.0;20.1;71.0;6.1;1;5;0;7;11;6
5105.5;20.7;70.0;6.1;1;5;0;7;11;7
5328.5;20.0;72.0;5.5;1;5;0;7;11;8
5594.5;18.6;75.0;4.2;1;5;0;7;11;9
5732.5;17.6;81.0;3.8;1;5;0;7;11;10
