Consommation brute électricité (MW);Temperature;Humidity;Wind Force;country_ISO;scale;holiday;day;month;hours
5468.0;8.0;88.0;5.5;250;5;1;2;1;0
5468.0;8.3;88.0;6.1;250;5;1;2;1;0
5468.0;8.0;95.0;5.800000000000001;250;5;1;2;1;0
5479.5;6.8;91.5;10.0;250;5;1;2;1;1
5479.5;9.0;82.0;3.2;250;5;1;2;1;1
5479.5;9.2;81.0;2.8;250;5;1;2;1;1
5479.5;8.9;93.0;3.0;250;5;1;2;1;1
5063.0;5.2;87.0;10.0;250;5;1;2;1;2
5063.0;5.8;80.0;2.0;250;5;1;2;1;2
5063.0;5.3;83.0;1.6;250;5;1;2;1;2
5063.0;6.3;86.0;1.7999999999999998;250;5;1;2;1;2
5364.0;4.5;84.5;9.0;250;5;0;3;1;0
5364.0;4.8;81.0;2.5;250;5;0;3;1;0
5364.0;2.4;91.0;0.0;250;5;0;3;1;0
5364.0;5.3;89.0;1.25;250;5;0;3;1;0
5376.5;5.5;90.0;5.0;250;5;0;3;1;1
5376.5;6.0;79.0;1.5;250;5;0;3;1;1
5376.5;7.1;78.0;1.3;250;5;0;3;1;1
5376.5;6.6;89.0;1.4;250;5;0;3;1;1
5108.0;9.9;83.5;4.0;250;5;0;3;1;2
5108.0;8.1;78.0;2.0;250;5;0;3;1;2
5108.0;8.2;80.0;2.5;250;5;0;3;1;2
5108.0;8.6;84.0;2.25;250;5;0;3;1;2
6004.5;7.2;82.0;10.0;250;5;0;4;1;0
6004.5;7.5;93.0;4.0;250;5;0;4;1;0
6004.5;7.7;94.0;3.0;250;5;0;4;1;0
6004.5;7.7;99.0;3.5;250;5;0;4;1;0
5985.5;9.0;96.5;7.0;250;5;0;4;1;1
5985.5;9.4;94.0;2.0;250;5;0;4;1;1
5985.5;10.2;96.0;1.0;250;5;0;4;1;1
5985.5;9.8;99.0;1.5;250;5;0;4;1;1
5583.0;8.5;97.5;9.0;250;5;0;4;1;2
5583.0;10.6;87.0;2.1;250;5;0;4;1;2
5583.0;10.5;89.0;2.3;250;5;0;4;1;2
5583.0;10.5;99.0;2.2;250;5;0;4;1;2
5665.0;7.9;94.0;7.0;250;5;0;5;1;0
5665.0;10.0;84.0;2.0;250;5;0;5;1;0
5665.0;9.9;86.0;1.0;250;5;0;5;1;0
5665.0;10.0;95.0;1.5;250;5;0;5;1;0
5709.5;8.1;90.5;5.0;250;5;0;5;1;1
5709.5;9.7;87.0;1.7;250;5;0;5;1;1
5709.5;9.6;89.0;1.4;250;5;0;5;1;1
5709.5;10.0;95.0;1.5500000000000007;250;5;0;5;1;1
5382.0;7.9;92.0;7.0;250;5;0;5;1;2
5382.0;9.8;82.0;2.9;250;5;0;5;1;2
5382.0;9.6;86.0;1.4;250;5;0;5;1;2
5382.0;9.8;90.0;2.1500000000000004;250;5;0;5;1;2
5634.0;7.7;88.0;7.0;250;5;0;6;1;0
5634.0;9.5;86.0;2.4;250;5;0;6;1;0
5634.0;9.3;90.0;1.1;250;5;0;6;1;0
5634.0;9.5;95.0;1.75;250;5;0;6;1;0
5610.0;7.5;92.5;4.0;250;5;0;6;1;1
5610.0;9.5;85.0;2.3;250;5;0;6;1;1
5610.0;9.5;87.0;3.2;250;5;0;6;1;1
5610.0;9.4;94.0;2.75;250;5;0;6;1;1
5249.0;8.3;90.5;3.0;250;5;0;6;1;2
5249.0;8.6;87.0;1.7;250;5;0;6;1;2
5249.0;8.3;91.0;1.3;250;5;0;6;1;2
5249.0;8.4;98.0;1.4999999999999996;250;5;0;6;1;2
5804.5;5.7;94.5;2.0;250;5;0;7;1;0
5804.5;8.2;84.0;1.4;250;5;0;7;1;0
5804.5;7.8;90.0;0.0;250;5;0;7;1;0
5804.5;8.0;97.0;0.6999999999999995;250;5;0;7;1;0
5711.0;5.8;93.5;2.0;250;5;0;7;1;1
5711.0;7.8;87.0;0.6;250;5;0;7;1;1
5711.0;7.6;91.0;0.5;250;5;0;7;1;1
5711.0;7.7;98.0;0.5499999999999996;250;5;0;7;1;1
5350.0;8.3;94.5;3.0;250;5;0;7;1;2
5350.0;7.8;80.0;2.0;250;5;0;7;1;2
5350.0;8.1;82.0;1.7;250;5;0;7;1;2
5350.0;8.0;90.0;1.8499999999999996;250;5;0;7;1;2
5750.0;6.6;86.0;2.0;250;5;0;1;1;0
5750.0;7.6;80.0;0.0;250;5;0;1;1;0
5750.0;7.7;82.0;1.4;250;5;0;1;1;0
5750.0;7.9;90.0;0.6999999999999995;250;5;0;1;1;0
5807.0;7.2;86.0;5.0;250;5;0;1;1;1
5807.0;7.3;77.0;2.2;250;5;0;1;1;1
5807.0;7.5;79.0;2.4;250;5;0;1;1;1
5807.0;7.2;89.0;2.299999999999999;250;5;0;1;1;1
5494.0;7.0;84.0;0.0;250;5;0;1;1;2
5494.0;7.2;81.0;2.1;250;5;0;1;1;2
5494.0;7.1;81.0;0.5;250;5;0;1;1;2
5494.0;7.3;89.0;1.2999999999999992;250;5;0;1;1;2
6307.0;5.6;85.0;2.0;250;5;0;2;1;0
6307.0;6.2;82.0;1.7;250;5;0;2;1;0
6307.0;6.3;82.0;1.5;250;5;0;2;1;0
6307.0;6.5;92.0;1.5999999999999992;250;5;0;2;1;0
6254.0;4.5;87.0;2.0;250;5;0;2;1;1
6254.0;4.7;88.0;1.7;250;5;0;2;1;1
6254.0;4.4;91.0;1.6;250;5;0;2;1;1
6254.0;5.2;95.0;1.649999999999999;250;5;0;2;1;1
5949.5;4.4;93.0;3.0;250;5;0;2;1;2
5949.5;4.3;86.0;1.8;250;5;0;2;1;2
5949.5;4.6;88.0;2.2;250;5;0;2;1;2
5949.5;4.4;95.0;1.9999999999999991;250;5;0;2;1;2
6329.0;3.2;91.5;4.0;250;5;0;3;1;0
6329.0;3.5;88.0;3.3;250;5;0;3;1;0
6329.0;3.9;90.0;3.4;250;5;0;3;1;0
6329.0;3.8;96.0;3.3499999999999988;250;5;0;3;1;0
6349.5;4.9;93.0;5.0;250;5;0;3;1;1
6349.5;3.9;88.0;2.7;250;5;0;3;1;1
6349.5;4.2;89.0;1.9;250;5;0;3;1;1
6349.5;4.6;93.0;2.299999999999999;250;5;0;3;1;1
6016.0;5.7;91.0;4.0;250;5;0;3;1;2
6016.0;5.4;93.0;1.2;250;5;0;3;1;2
6016.0;5.7;96.0;1.2;250;5;0;3;1;2
6016.0;5.6;99.0;1.2;250;5;0;3;1;2
6356.5;5.7;97.5;3.0;250;5;0;4;1;0
6356.5;5.6;93.0;1.2;250;5;0;4;1;0
6356.5;5.9;95.0;1.4;250;5;0;4;1;0
6356.5;6.0;99.0;1.2999999999999985;250;5;0;4;1;0
6352.0;6.7;97.0;3.0;250;5;0;4;1;1
6352.0;6.8;93.0;2.1;250;5;0;4;1;1
6352.0;6.9;93.0;1.9;250;5;0;4;1;1
6352.0;7.0;99.0;1.9999999999999984;250;5;0;4;1;1
5977.0;7.3;96.0;7.0;250;5;0;4;1;2
5977.0;8.8;84.0;1.7;250;5;0;4;1;2
5977.0;8.5;89.0;1.2;250;5;0;4;1;2
5977.0;9.0;99.0;1.4499999999999984;250;5;0;4;1;2
6016.5;5.4;94.0;8.0;250;5;0;5;1;0
6016.5;7.7;85.0;3.6;250;5;0;5;1;0
6016.5;7.4;90.0;2.9;250;5;0;5;1;0
6016.5;7.4;98.0;3.2499999999999982;250;5;0;5;1;0
6111.5;2.5;94.0;5.0;250;5;0;5;1;1
6111.5;5.2;71.0;3.9;250;5;0;5;1;1
6111.5;5.5;75.0;2.8;250;5;0;5;1;1
6111.5;4.7;86.0;3.3499999999999988;250;5;0;5;1;1
5754.0;5.9;80.5;4.0;250;5;0;5;1;2
5754.0;5.2;87.0;1.1;250;5;0;5;1;2
5754.0;4.0;88.0;1.1;250;5;0;5;1;2
5754.0;5.9;95.0;1.1;250;5;0;5;1;2
6215.5;5.3;91.5;2.0;250;5;0;6;1;0
6215.5;3.0;91.0;1.8;250;5;0;6;1;0
6215.5;0.1;97.0;0.6;250;5;0;6;1;0
6215.5;4.1;98.0;1.1999999999999988;250;5;0;6;1;0
6321.0;4.2;97.5;8.0;250;5;0;6;1;1
6321.0;4.1;89.0;3.1;250;5;0;6;1;1
6321.0;4.6;88.0;2.6;250;5;0;6;1;1
6321.0;4.6;99.0;2.8499999999999996;250;5;0;6;1;1
5824.0;7.0;93.5;3.0;250;5;0;6;1;2
5824.0;5.3;83.0;2.0;250;5;0;6;1;2
5824.0;5.7;84.0;1.5;250;5;0;6;1;2
5824.0;5.3;93.0;1.7499999999999991;250;5;0;6;1;2
6165.5;3.9;88.5;0.0;250;5;0;7;1;0
6165.5;4.8;89.0;1.2;250;5;0;7;1;0
6165.5;4.7;90.0;0.0;250;5;0;7;1;0
6165.5;4.7;99.0;0.5999999999999991;250;5;0;7;1;0
6060.5;2.0;94.5;4.0;250;5;0;7;1;1
6060.5;4.4;88.0;2.8;250;5;0;7;1;1
6060.5;4.4;90.0;2.4;250;5;0;7;1;1
6060.5;3.9;99.0;2.5999999999999988;250;5;0;7;1;1
5573.0;-1.2;94.5;7.0;250;5;0;7;1;2
5573.0;1.2;85.0;4.2;250;5;0;7;1;2
5573.0;1.5;86.0;4.8;250;5;0;7;1;2
5573.0;0.7;98.0;4.499999999999998;250;5;0;7;1;2
6177.5;-3.0;92.0;7.0;250;5;0;1;1;0
6177.5;-0.6;75.0;5.5;250;5;0;1;1;0
6177.5;-0.7;80.0;4.1;250;5;0;1;1;0
6177.5;-0.8;89.0;4.799999999999999;250;5;0;1;1;0
6171.5;-3.3;84.5;2.0;250;5;0;1;1;1
6171.5;-1.0;73.0;2.0;250;5;0;1;1;1
6171.5;-0.4;74.0;1.7;250;5;0;1;1;1
6171.5;-1.4;86.0;1.8499999999999988;250;5;0;1;1;1
5915.0;-0.2;80.0;12.0;250;5;0;1;1;2
5915.0;0.5;91.0;3.7;250;5;0;1;1;2
5915.0;1.3;90.0;4.1;250;5;0;1;1;2
5915.0;0.4;97.0;3.8999999999999986;250;5;0;1;1;2
6648.0;1.8;93.5;11.0;250;5;0;2;1;0
6648.0;2.0;91.0;2.6;250;5;0;2;1;0
6648.0;2.4;91.0;3.0;250;5;0;2;1;0
6648.0;2.3;99.0;2.799999999999999;250;5;0;2;1;0
6647.0;0.2;95.0;12.0;250;5;0;2;1;1
6647.0;2.3;86.0;5.1;250;5;0;2;1;1
6647.0;2.5;87.0;3.2;250;5;0;2;1;1
6647.0;2.1;99.0;4.149999999999999;250;5;0;2;1;1
6191.0;-0.6;93.0;5.0;250;5;0;2;1;2
6191.0;1.3;83.0;1.3;250;5;0;2;1;2
6191.0;1.1;87.0;1.6;250;5;0;2;1;2
6191.0;1.0;97.0;1.4499999999999993;250;5;0;2;1;2
6439.0;-1.1;92.0;5.0;250;5;0;3;1;0
6439.0;0.9;89.0;1.5;250;5;0;3;1;0
6439.0;0.7;95.0;1.2;250;5;0;3;1;0
6439.0;1.2;96.0;1.3499999999999992;250;5;0;3;1;0
6481.5;-3.2;95.5;4.0;250;5;0;3;1;1
6481.5;-1.6;70.0;2.2;250;5;0;3;1;1
6481.5;-1.1;73.0;1.7;250;5;0;3;1;1
6481.5;-1.9;88.0;1.9499999999999993;250;5;0;3;1;1
6222.0;-3.5;80.5;6.0;250;5;0;3;1;2
6222.0;-1.8;68.0;3.1;250;5;0;3;1;2
6222.0;-3.1;76.0;2.1;250;5;0;3;1;2
6222.0;-2.3;78.0;2.5999999999999996;250;5;0;3;1;2
7066.5;-4.6;77.0;5.0;250;5;0;4;1;0
7066.5;-2.5;75.0;3.2;250;5;0;4;1;0
7066.5;-6.4;89.0;0.0;250;5;0;4;1;0
7066.5;-3.0;86.0;1.5999999999999996;250;5;0;4;1;0
7235.5;-4.7;87.5;0.0;250;5;0;4;1;1
7235.5;-2.3;71.0;1.2;250;5;0;4;1;1
7235.5;-2.5;82.0;0.8;250;5;0;4;1;1
7235.5;-2.7;90.0;0.9999999999999996;250;5;0;4;1;1
6935.0;-4.3;86.0;0.0;250;5;0;4;1;2
6935.0;-2.1;68.0;0.9;250;5;0;4;1;2
6935.0;-5.4;89.0;0.0;250;5;0;4;1;2
6935.0;-2.4;77.0;0.4499999999999995;250;5;0;4;1;2
7377.5;-3.9;83.0;3.0;250;5;0;5;1;0
7377.5;-4.6;82.0;1.5;250;5;0;5;1;0
7377.5;-4.2;86.0;1.3;250;5;0;5;1;0
7377.5;-4.9;92.0;1.3999999999999997;250;5;0;5;1;0
7542.5;-4.5;89.0;8.0;250;5;0;5;1;1
7542.5;-3.1;76.0;3.5;250;5;0;5;1;1
7542.5;-2.7;76.0;5.1;250;5;0;5;1;1
7542.5;-3.2;85.0;4.299999999999999;250;5;0;5;1;1
7298.0;-3.2;80.5;9.0;250;5;0;5;1;2
7298.0;-1.8;91.0;2.8;250;5;0;5;1;2
7298.0;-1.7;95.0;2.3;250;5;0;5;1;2
7298.0;-1.9;99.0;2.549999999999999;250;5;0;5;1;2
6883.0;-3.0;97.0;7.0;250;5;0;6;1;0
6883.0;-1.8;90.0;2.3;250;5;0;6;1;0
6883.0;-1.6;91.0;2.4;250;5;0;6;1;0
6883.0;-1.8;99.0;2.3499999999999988;250;5;0;6;1;0
6884.0;-3.1;95.0;4.0;250;5;0;6;1;1
6884.0;-0.9;86.0;2.6;250;5;0;6;1;1
6884.0;-0.8;87.0;2.5;250;5;0;6;1;1
6884.0;-1.2;99.0;2.549999999999999;250;5;0;6;1;1
6560.0;-2.8;93.0;7.0;250;5;0;6;1;2
6560.0;-0.4;81.0;4.4;250;5;0;6;1;2
6560.0;-0.2;82.0;4.1;250;5;0;6;1;2
6560.0;-0.5;93.0;4.249999999999999;250;5;0;6;1;2
6809.0;-3.4;87.5;8.0;250;5;0;7;1;0
6809.0;-1.2;86.0;5.2;250;5;0;7;1;0
6809.0;-1.1;85.0;4.4;250;5;0;7;1;0
6809.0;-1.3;97.0;4.799999999999999;250;5;0;7;1;0
6884.0;-5.4;91.0;4.0;250;5;0;7;1;1
6884.0;-3.1;87.0;3.8;250;5;0;7;1;1
6884.0;-3.2;91.0;2.0;250;5;0;7;1;1
6884.0;-3.1;99.0;2.8999999999999986;250;5;0;7;1;1
6518.5;-0.1;95.0;7.0;250;5;0;7;1;2
6518.5;-0.2;92.0;2.6;250;5;0;7;1;2
6518.5;0.2;94.0;2.8;250;5;0;7;1;2
6518.5;0.0;99.0;2.6999999999999993;250;5;0;7;1;2
6753.5;0.2;96.5;7.0;250;5;0;1;1;0
6753.5;0.7;87.0;2.3;250;5;0;1;1;0
6753.5;0.9;87.0;2.1;250;5;0;1;1;0
6753.5;0.9;96.0;2.1999999999999993;250;5;0;1;1;0
6785.5;0.0;91.5;6.0;250;5;0;1;1;1
6785.5;1.4;83.0;3.5;250;5;0;1;1;1
6785.5;1.9;82.0;2.4;250;5;0;1;1;1
6785.5;1.6;94.0;2.9499999999999993;250;5;0;1;1;1
6418.0;-0.9;88.0;3.0;250;5;0;1;1;2
6418.0;1.1;91.0;2.0;250;5;0;1;1;2
6418.0;0.9;95.0;2.4;250;5;0;1;1;2
6418.0;0.8;99.0;2.1999999999999993;250;5;0;1;1;2
6811.0;-0.4;97.0;2.0;250;5;0;2;1;0
6811.0;0.8;90.0;1.6;250;5;0;2;1;0
6811.0;0.0;97.0;0.7;250;5;0;2;1;0
6811.0;0.7;99.0;1.1499999999999997;250;5;0;2;1;0
6900.0;-0.1;98.0;6.0;250;5;0;2;1;1
6900.0;1.3;88.0;3.8;250;5;0;2;1;1
6900.0;1.8;87.0;1.6;250;5;0;2;1;1
6900.0;1.3;99.0;2.6999999999999993;250;5;0;2;1;1
6531.0;2.2;93.0;9.0;250;5;0;2;1;2
6531.0;2.4;90.0;1.5;250;5;0;2;1;2
6531.0;3.0;88.0;2.1;250;5;0;2;1;2
6531.0;2.8;99.0;1.799999999999999;250;5;0;2;1;2
6898.0;2.6;93.5;7.0;250;5;0;3;1;0
6898.0;2.8;92.0;1.8;250;5;0;3;1;0
6898.0;3.2;92.0;1.6;250;5;0;3;1;0
6898.0;3.1;99.0;1.6999999999999993;250;5;0;3;1;0
6998.0;3.0;95.5;2.0;250;5;0;3;1;1
6998.0;3.8;89.0;0.8;250;5;0;3;1;1
6998.0;3.4;93.0;0.9;250;5;0;3;1;1
6998.0;3.9;99.0;0.8499999999999992;250;5;0;3;1;1
6642.5;2.7;96.0;0.0;250;5;0;3;1;2
6642.5;3.2;79.0;1.2;250;5;0;3;1;2
6642.5;3.1;82.0;0.8;250;5;0;3;1;2
6642.5;3.5;90.0;0.9999999999999992;250;5;0;3;1;2
6833.5;2.0;86.0;2.0;250;5;0;4;1;0
6833.5;2.4;85.0;0.6;250;5;0;4;1;0
6833.5;2.7;88.0;1.1;250;5;0;4;1;0
6833.5;2.8;94.0;0.8499999999999992;250;5;0;4;1;0
6868.5;-0.3;91.0;5.0;250;5;0;4;1;1
6868.5;2.0;87.0;3.4;250;5;0;4;1;1
6868.5;2.0;90.0;3.2;250;5;0;4;1;1
6868.5;1.8;99.0;3.299999999999999;250;5;0;4;1;1
6623.5;-4.7;94.5;5.0;250;5;0;4;1;2
6623.5;-2.3;77.0;4.1;250;5;0;4;1;2
6623.5;-2.0;81.0;2.6;250;5;0;4;1;2
6623.5;-2.7;90.0;3.3499999999999988;250;5;0;4;1;2
6968.5;-5.0;85.5;2.0;250;5;0;5;1;0
6968.5;-2.7;79.0;1.6;250;5;0;5;1;0
6968.5;-2.7;86.0;2.6;250;5;0;5;1;0
6968.5;-2.9;93.0;2.0999999999999988;250;5;0;5;1;0
7170.5;-3.4;89.5;0.0;250;5;0;5;1;1
7170.5;-2.1;74.0;2.1;250;5;0;5;1;1
7170.5;-2.2;77.0;1.2;250;5;0;5;1;1
7170.5;-2.4;89.0;1.6499999999999986;250;5;0;5;1;1
6849.0;-2.4;83.0;5.0;250;5;0;5;1;2
6849.0;-1.8;79.0;4.7;250;5;0;5;1;2
6849.0;-1.5;80.0;5.7;250;5;0;5;1;2
6849.0;-2.0;89.0;5.199999999999999;250;5;0;5;1;2
6992.0;-3.1;84.5;7.0;250;5;0;6;1;0
6992.0;-2.1;84.0;4.7;250;5;0;6;1;0
6992.0;-1.8;85.0;5.4;250;5;0;6;1;0
6992.0;-2.2;94.0;5.049999999999999;250;5;0;6;1;0
7080.0;-0.2;89.5;5.0;250;5;0;6;1;1
7080.0;-0.3;85.0;3.2;250;5;0;6;1;1
7080.0;0.3;90.0;1.9;250;5;0;6;1;1
7080.0;-0.2;93.0;2.549999999999999;250;5;0;6;1;1
6748.5;6.2;91.5;6.0;250;5;0;6;1;2
6748.5;2.2;92.0;3.2;250;5;0;6;1;2
6748.5;3.2;90.0;2.3;250;5;0;6;1;2
6748.5;3.1;98.0;2.749999999999999;250;5;0;6;1;2
6528.5;4.2;94.0;11.0;250;5;0;7;1;0
6528.5;2.5;91.0;4.1;250;5;0;7;1;0
6528.5;4.1;88.0;2.9;250;5;0;7;1;0
6528.5;3.0;99.0;3.4999999999999982;250;5;0;7;1;0
6523.0;4.1;93.5;16.0;250;5;0;7;1;1
6523.0;5.1;88.0;6.5;250;5;0;7;1;1
6523.0;5.4;88.0;6.0;250;5;0;7;1;1
6523.0;5.1;98.0;6.25;250;5;0;7;1;1
6186.0;7.2;93.0;12.0;250;5;0;7;1;2
6186.0;6.6;69.0;2.3;250;5;0;7;1;2
6186.0;6.1;73.0;1.4;250;5;0;7;1;2
6186.0;7.2;76.0;1.8499999999999988;250;5;0;7;1;2
6172.5;6.1;74.5;14.0;250;5;0;1;1;0
6172.5;4.2;78.0;2.2;250;5;0;1;1;0
6172.5;5.3;73.0;2.3;250;5;0;1;1;0
6172.5;6.1;79.0;2.25;250;5;0;1;1;0
6257.5;5.0;76.0;9.0;250;5;0;1;1;1
6257.5;6.3;78.0;2.6;250;5;0;1;1;1
6257.5;7.7;75.0;3.1;250;5;0;1;1;1
6257.5;7.0;88.0;2.8499999999999996;250;5;0;1;1;1
5944.0;8.8;81.5;13.0;250;5;0;1;1;2
5944.0;9.1;74.0;6.8;250;5;0;1;1;2
5944.0;9.5;74.0;6.5;250;5;0;1;1;2
5944.0;9.2;81.0;6.65;250;5;0;1;1;2
6047.0;9.0;77.5;13.0;250;5;0;2;1;0
6047.0;9.7;82.0;5.0;250;5;0;2;1;0
6047.0;10.3;82.0;4.7;250;5;0;2;1;0
6047.0;9.8;90.0;4.85;250;5;0;2;1;0
6082.5;9.4;86.0;15.0;250;5;0;2;1;1
6082.5;10.8;82.0;6.0;250;5;0;2;1;1
6082.5;11.2;84.0;6.7;250;5;0;2;1;1
6082.5;10.9;93.0;6.35;250;5;0;2;1;1
5802.5;11.2;88.5;12.0;250;5;0;2;1;2
5802.5;11.6;87.0;4.0;250;5;0;2;1;2
5802.5;12.2;86.0;3.4;250;5;0;2;1;2
5802.5;11.8;96.0;3.6999999999999993;250;5;0;2;1;2
5827.5;11.5;91.0;12.0;250;5;0;3;1;0
5827.5;12.1;90.0;4.8;250;5;0;3;1;0
5827.5;12.7;88.0;4.4;250;5;0;3;1;0
5827.5;12.3;97.0;4.6;250;5;0;3;1;0
5838.0;12.1;92.5;14.0;250;5;0;3;1;1
5838.0;12.8;91.0;6.7;250;5;0;3;1;1
5838.0;13.3;91.0;4.2;250;5;0;3;1;1
5838.0;12.7;99.0;5.449999999999999;250;5;0;3;1;1
5566.0;8.3;95.0;15.0;250;5;0;3;1;2
5566.0;9.6;63.0;3.8;250;5;0;3;1;2
5566.0;9.9;64.0;3.6;250;5;0;3;1;2
5566.0;10.0;69.0;3.6999999999999993;250;5;0;3;1;2
5696.0;7.3;66.5;13.0;250;5;0;4;1;0
5696.0;8.2;68.0;3.4;250;5;0;4;1;0
5696.0;8.6;68.0;2.9;250;5;0;4;1;0
5696.0;8.7;75.0;3.1500000000000004;250;5;0;4;1;0
5696.0;7.2;71.5;12.0;250;5;0;4;1;1
5696.0;8.1;83.0;5.5;250;5;0;4;1;1
5696.0;8.7;82.0;3.9;250;5;0;4;1;1
5696.0;8.4;92.0;4.699999999999999;250;5;0;4;1;1
5422.0;9.0;87.0;13.0;250;5;0;4;1;2
5422.0;9.6;72.0;2.9;250;5;0;4;1;2
5422.0;9.8;74.0;2.3;250;5;0;4;1;2
5422.0;10.2;77.0;2.5999999999999996;250;5;0;4;1;2
5596.5;9.0;75.5;10.0;250;5;0;5;2;0
5596.5;9.0;86.0;3.2;250;5;0;5;2;0
5596.5;9.4;85.0;1.6;250;5;0;5;2;0
5596.5;9.5;91.0;2.4000000000000004;250;5;0;5;2;0
5478.0;6.8;88.0;10.0;250;5;0;5;2;1
5478.0;7.7;89.0;4.0;250;5;0;5;2;1
5478.0;8.3;87.0;3.7;250;5;0;5;2;1
5478.0;7.9;97.0;3.8500000000000014;250;5;0;5;2;1
5181.0;4.4;92.0;11.0;250;5;0;5;2;2
5181.0;7.0;74.0;5.1;250;5;0;5;2;2
5181.0;6.8;80.0;3.9;250;5;0;5;2;2
5181.0;6.6;88.0;4.500000000000002;250;5;0;5;2;2
5641.5;3.7;84.0;9.0;250;5;0;6;2;0
5641.5;6.0;78.0;3.5;250;5;0;6;2;0
5641.5;5.6;82.0;2.9;250;5;0;6;2;0
5641.5;5.8;90.0;3.200000000000002;250;5;0;6;2;0
5606.5;3.1;86.0;11.0;250;5;0;6;2;1
5606.5;5.6;75.0;5.6;250;5;0;6;2;1
5606.5;5.7;76.0;6.4;250;5;0;6;2;1
5606.5;5.5;86.0;6.000000000000002;250;5;0;6;2;1
5198.5;0.8;81.0;13.0;250;5;0;6;2;2
5198.5;3.0;75.0;5.4;250;5;0;6;2;2
5198.5;2.5;81.0;4.3;250;5;0;6;2;2
5198.5;2.7;88.0;4.850000000000001;250;5;0;6;2;2
6464.0;0.8;84.5;10.0;250;5;0;7;2;0
6464.0;2.7;75.0;4.8;250;5;0;7;2;0
6464.0;1.5;82.0;1.5;250;5;0;7;2;0
6464.0;2.1;90.0;3.150000000000002;250;5;0;7;2;0
6440.0;2.6;86.0;8.0;250;5;0;7;2;1
6440.0;3.3;65.0;2.4;250;5;0;7;2;1
6440.0;3.1;68.0;1.8;250;5;0;7;2;1
6440.0;3.6;72.0;2.1000000000000014;250;5;0;7;2;1
6072.5;4.7;70.0;11.0;250;5;0;7;2;2
6072.5;5.0;86.0;3.8;250;5;0;7;2;2
6072.5;5.8;85.0;3.9;250;5;0;7;2;2
6072.5;5.3;95.0;3.8500000000000014;250;5;0;7;2;2
6208.5;6.4;90.0;14.0;250;5;0;1;2;0
6208.5;7.0;91.0;3.3;250;5;0;1;2;0
6208.5;7.7;90.0;3.6;250;5;0;1;2;0
6208.5;7.0;99.0;3.4499999999999993;250;5;0;1;2;0
6149.5;8.1;94.5;13.0;250;5;0;1;2;1
6149.5;9.9;85.0;3.5;250;5;0;1;2;1
6149.5;10.2;86.0;2.5;250;5;0;1;2;1
6149.5;9.5;99.0;3.0;250;5;0;1;2;1
5798.0;6.9;92.5;10.0;250;5;0;1;2;2
5798.0;8.7;63.0;3.2;250;5;0;1;2;2
5798.0;8.7;64.0;2.9;250;5;0;1;2;2
5798.0;8.7;72.0;3.0500000000000007;250;5;0;1;2;2
5859.5;6.7;68.0;13.0;250;5;0;2;2;0
5859.5;8.0;67.0;4.3;250;5;0;2;2;0
5859.5;8.2;67.0;4.4;250;5;0;2;2;0
5859.5;8.3;73.0;4.35;250;5;0;2;2;0
5841.0;3.2;70.0;13.0;250;5;0;2;2;1
5841.0;5.1;75.0;4.6;250;5;0;2;2;1
5841.0;5.2;77.0;3.7;250;5;0;2;2;1
5841.0;5.2;85.0;4.149999999999999;250;5;0;2;2;1
5449.5;1.6;81.0;12.0;250;5;0;2;2;2
5449.5;2.4;78.0;3.8;250;5;0;2;2;2
5449.5;2.3;82.0;2.7;250;5;0;2;2;2
5449.5;3.1;84.0;3.2499999999999982;250;5;0;2;2;2
6317.0;2.4;83.0;16.0;250;5;0;3;2;0
6317.0;3.1;81.0;5.8;250;5;0;3;2;0
6317.0;3.4;82.0;4.9;250;5;0;3;2;0
6317.0;3.3;89.0;5.349999999999998;250;5;0;3;2;0
6295.0;2.8;85.5;10.0;250;5;0;3;2;1
6295.0;5.5;75.0;6.0;250;5;0;3;2;1
6295.0;5.7;76.0;5.2;250;5;0;3;2;1
6295.0;5.3;92.0;5.599999999999998;250;5;0;3;2;1
5928.0;2.3;84.0;11.0;250;5;0;3;2;2
5928.0;4.6;74.0;6.1;250;5;0;3;2;2
5928.0;4.5;77.0;5.4;250;5;0;3;2;2
5928.0;4.8;82.0;5.749999999999998;250;5;0;3;2;2
6559.0;0.8;79.5;5.0;250;5;0;4;2;0
6559.0;2.8;87.0;4.6;250;5;0;4;2;0
6559.0;3.7;81.0;3.9;250;5;0;4;2;0
6559.0;2.6;95.0;4.249999999999998;250;5;0;4;2;0
6662.5;1.1;88.0;9.0;250;5;0;4;2;1
6662.5;3.5;76.0;3.7;250;5;0;4;2;1
6662.5;3.8;78.0;4.2;250;5;0;4;2;1
6662.5;3.2;87.0;3.9499999999999993;250;5;0;4;2;1
6415.0;2.4;82.5;6.0;250;5;0;4;2;2
6415.0;3.9;62.0;2.9;250;5;0;4;2;2
6415.0;3.4;66.0;1.5;250;5;0;4;2;2
6415.0;4.0;70.0;2.1999999999999984;250;5;0;4;2;2
6642.0;0.9;68.0;4.0;250;5;0;5;2;0
6642.0;2.4;86.0;1.4;250;5;0;5;2;0
6642.0;2.0;91.0;0.7;250;5;0;5;2;0
6642.0;2.5;94.0;1.049999999999998;250;5;0;5;2;0
6631.5;0.9;92.5;7.0;250;5;0;5;2;1
6631.5;3.6;69.0;3.9;250;5;0;5;2;1
6631.5;4.4;75.0;3.1;250;5;0;5;2;1
